Row	TNFa	IL1	IL6	LPS	IFNg	IL4	IL12	IL12_mrna	IL10	IL10_mrna	IFNb	IFNb_mrna	TNFR	TRAF2	TAK1	NIK	IKK	IRF5	IKB	NFKB	TNFa_mrna	IL15_mrna	GMCSF_mrna	Mcpt1_mrna	IL8_mrna	IL18_mrna	IKBa_mrna	iNOS_mrna	iNOS	COX2_mrna	COX2	CXCL10_mrna	CXCL10	cAMP	PKA	CREB	CEBPbeta	TSG6	CYP19	MKK36	p38	SP1	ATF2	ELK1	MMP3_mrna	MMP7_mrna	MMP9_mrna	MMP12_mrna	IL1R	cRaf	SOS	Ras	MEK12	ERK12	ETS1	MMP3	MMP7	MMP9	MKK47	JNK	cJun	cFos	AP1	IL1_mrna	IL6_mrna	GP130	IL6R	JAK2	GRB2	STAT3	A2M_mrna	CRP_mrna	VEGF_mrna	SOCS3_mrna	SOCS3	BCL3	PI3K	AKT	MCL1	CD14	TLR4	TRIF	IRF3	CCL5_mrna	IFNbR	JAKIFNbR	MyD88	IRAK4	IRAK1	TAB1	TRAF6	IFNgR	GSK3	JAK12_IFNg	SHP2	STAT1	IRF1	IRF1_mrna	SOCS1	SOCS1_mrna	Myc_mrna	SMAD7_mrna	ICAM1_mrna	IL12Rb1	STAT4	IFNg_mrna	IL4R	JAK13_IL4	STAT6	CCL17_mrna	CCL17	PPARg_mrna	PPARg	IL4Ra_mrna	Arg1_mrna	Arg1	CD23_mrna	CD23	AMAC1_mrna	AMAC1	KLF4_mrna	KLF4	Fizz1_mrna	Fizz1	Ym1_mrna	Ym1	IL10R	JAK1IL10R	TNFa_trans	IL1_trans	IL6_trans	IFNg_trans	IL12_trans	IL10_trans	IFNb_trans	IKB_trans	IL4R_trans
TNFa	-0.490778479436052	-1.77635551268374e-08	-0.00209114604304839	0.000121042064557875	-0.0334133154074795	6.92708502000872e-05	-0.0326891023793424	-0.00731943100772314	0.0266769557324373	0.0266598058097886	-0.133205724695844	-0.00845178919952416	-0.0302954313398455	-0.00428676754795648	-0.00428676754795648	-0.000674836137964541	-0.000674836137965207	-0.000264125446763797	0.0158262010225824	-0.120352278318331	-0.440778479436052	1.11022302462516e-16	1.11022302462516e-16	1.11022302462516e-16	1.11022302462516e-16	1.11022302462516e-16	0.000270069529143824	0	0	0.0101670057208521	0.0101670057208522	0	0	0.0101670059108173	0.0101670054075835	0.0160305078116833	0.0011903587019943	0	0	-0.00350079952015492	-0.00350079952015142	5.63664947951237e-05	5.55111512312578e-17	-5.55111512312578e-17	5.55111512312578e-17	5.55111512312578e-17	5.55111512312578e-17	-1.11022302462516e-16	-1.7763555348882e-08	4.48530101948563e-14	-1.7540310093267e-08	-1.75403100377558e-08	4.47419878923938e-14	0.00818647474399198	1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	-2.01422724321887e-06	-2.01422724327438e-06	-2.01422724327438e-06	-2.01422724327438e-06	-2.01422724327438e-06	-2.4441659807195e-10	-0.00175136304302875	0.000657481034855356	-0.00209114604304855	0.000657481034855356	8.49284039061149e-05	0.00787123915153132	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	0.0105737154707387	0.0105737154708549	0.000105267465599412	0.0261903384221145	0.02619031872837	-2.22044604925031e-16	0.000121042064557819	0.00012104206455793	-9.3076712193163e-07	-9.3076712193163e-07	-1.11022302462516e-16	-0.133205724718466	-0.133205724695842	-1.77999640027515e-08	-1.77999638362181e-08	-1.77999640027515e-08	-3.09244296836653e-11	-1.77999638362181e-08	-0.0334133154074794	-0.0465442588906218	-0.0101763102442689	7.70474601240467e-05	-0.313190050710646	-0.0619212379715333	-0.0619212379619183	0.0333453040196052	0.0333453057464109	-1.11022302462516e-16	2.22044604925031e-16	2.22044604925031e-16	-0.0326891023793423	-0.0326891023793421	-0.0326891023793422	6.92708502010864e-05	-1.73561240490727e-07	-1.73561240601749e-07	5.55111512312578e-17	5.55111512312578e-17	9.93832149909224e-09	9.93832144358109e-09	6.74769774361428e-06	5.55111512312578e-17	1.11022302462516e-16	5.55111512312578e-17	5.55111512312578e-17	5.55111512312578e-17	5.55111512312578e-17	2.61786148314513e-11	2.61787258537538e-11	5.55111512312578e-17	5.55111512312578e-17	5.55111512312578e-17	5.55111512312578e-17	0.0266769557324375	0.00436320084225955	-0.440778479436052	-2.44416709094253e-10	-0.0017513630430297	-0.0326891023793421	5.55111512312578e-17	0.0266598058097897	-0.00845178919953021	0.000270069529150263	6.74769774366979e-06
IL1	-0.000116465160596262	-0.0501164651605963	-5.62631606748631e-06	5.49098255871183e-07	-7.51235195437933e-05	2.57476497157738e-07	-7.41896452733162e-05	-2.45426741802071e-05	0.000282875670768568	0.000282532438054518	-0.000116427045087665	-3.92140882165132e-05	-0.000116465160596262	-0.000116465160596262	-0.000116465160596262	-1.8620172727371e-06	-1.8620172727371e-06	-1.47279547768608e-06	1.60233413173602e-05	-0.000112388695881808	-0.000116465160596262	0	0	0	0	0	2.58691276684708e-07	0	0	0.000203963500183632	0.000203963500183632	0	0	0.000203963501527536	0.000203963499021666	0.000466697830640309	-4.69501374073117e-05	0	0	-5.81740197188457e-06	-5.81740197175273e-06	2.93297230238854e-07	0	0	0	0	0	0	-1.02674417579163e-10	-1.28369537222284e-15	-2.57856097585218e-11	-2.57856028196279e-11	-1.28369537222284e-15	-0.000116465160596262	0	0	0	0	-0.000116465160596435	-0.000116465160596345	-0.000116465160596275	-0.000116465160596414	-0.000116465160596262	-0.000116465160596262	-4.2305476019161e-06	6.88240481307861e-06	-5.62631606748631e-06	6.88240481307167e-06	3.84264042155302e-07	0.000142421591405199	0	0	0	0.00089982384081367	0.000899823840394651	1.00788204053515e-07	0.000237313859673689	0.000237313940010517	0	5.49098255871183e-07	5.49098255871183e-07	-3.15610143575284e-09	-3.15610143575284e-09	0	-0.000116427044865822	-0.000116427045087665	-1.02879205154949e-10	-1.02879205154949e-10	-1.02879205154949e-10	-3.18690906997432e-12	-1.02879205154949e-10	-7.51235195438071e-05	-9.20825352895768e-05	-2.75751874080077e-05	3.22300299449019e-07	-0.000116465160596262	-9.63944184756427e-05	-9.63944185798093e-05	0.00040249994848552	0.000402499949278178	0	0	0	-7.41896452733162e-05	-7.41896452733162e-05	-7.41896452733162e-05	2.57476497150799e-07	-5.65479712083539e-08	-5.65479712083539e-08	0	0	5.04777677989843e-11	5.04777677989843e-11	2.18788422379212e-08	0	0	0	0	0	0	1.16781584402759e-13	1.16781584402759e-13	0	0	0	0	0.000282875670768575	6.18901582012735e-05	-0.000116465160596262	-0.000116465160596262	-4.23054760192304e-06	-7.41896452733162e-05	0	0.000282532438053394	-3.92140882165409e-05	2.58691276851242e-07	2.18788422379212e-08
IL6	-0.0135378328727028	-2.31396774241777e-08	-0.149433852941369	5.64151606969321e-05	-0.0191759241936351	3.24078350000534e-05	-0.0189807094146497	-0.0057952692005574	0.0219763061527607	0.0219507003300504	-0.0763129242365695	-0.010092183623511	-0.0135378328727029	-0.00782424534829174	-0.00782424534829176	-0.00026117756050778	-0.000261177560507364	-0.000342587805204325	-0.00279291373246798	0.0103329192782977	-0.0134562738323295	-2.77555756156289e-17	-2.77555756156289e-17	-2.77555756156289e-17	-2.77555756156289e-17	-2.77555756156289e-17	-5.29399890160653e-05	-2.77555756156289e-17	-2.77555756156289e-17	0.0133804281923386	0.0133804281923386	-5.55111512312578e-17	-2.77555756156289e-17	0.0133804283004922	0.0133804280343476	0.0243440352403142	0.000639877841624614	-2.77555756156289e-17	-2.77555756156289e-17	-0.00508057422225722	-0.00508057422226735	2.98752980049666e-05	0	-5.55111512312578e-17	-2.77555756156289e-17	-2.77555756156289e-17	-2.77555756156289e-17	-8.32667268468867e-17	-2.31396774796888e-08	2.94486657281823e-14	-2.58135239572521e-08	-2.58135239850077e-08	2.94764213037979e-14	0.00620109955248324	-2.77555756156289e-17	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	-0.00241866017093681	-0.00241866017093681	-0.00241866017093686	-0.00241866017093681	-0.00241866017093686	-3.1856861593127e-10	-0.0994338529413693	0.000712258080598244	-0.000553350730660762	0.000712258080598299	3.93988445379356e-05	0.00972519892180679	-1.38777878078145e-16	-1.38777878078145e-16	-1.38777878078145e-16	0.0164189088677081	0.0164189088674171	-2.0657726443829e-05	0.0198851262613948	0.0198851262576212	-1.11022302462516e-16	5.64151606969043e-05	5.64151606969043e-05	-2.15722599727908e-07	-2.15722599727908e-07	-8.32667268468867e-17	-0.0763129242507091	-0.0763129242365695	-2.31870427858105e-08	-2.31870427580549e-08	-2.31870427580549e-08	-7.34465821494723e-11	-2.31870427025438e-08	-0.0191759241936351	-0.0125119059066409	-0.013520270038966	7.58046094525289e-05	-0.0994338529413693	0.0121155772368118	0.0121155772363675	0.089072436733662	0.0890724371416963	-8.32667268468867e-17	-2.77555756156289e-17	-2.77555756156289e-17	-0.0189807094146497	-0.0189807094146496	-0.0189807094146497	3.24078350003587e-05	2.01059360105393e-07	2.01059360077638e-07	0	-5.55111512312578e-17	-1.5149827781169e-09	-1.51498283362805e-09	3.1680437890258e-06	0	-8.32667268468867e-17	0	-5.55111512312578e-17	0	-5.55111512312578e-17	-3.93998722536537e-12	-3.93990395863852e-12	0	-5.55111512312578e-17	0	-5.55111512312578e-17	0.0219763061527607	0.00506511688317418	-0.0134562738323293	-3.1856861593127e-10	-0.0994338529413692	-0.0189807094146496	-5.55111512312578e-17	0.0219507003300496	-0.0100921836235107	-5.29399889868942e-05	3.16804378910907e-06
LPS	-0	-0	-0	-0.05	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
IFNg	-0.00893918687113926	1.10395416696996e-08	-0.00224667869635947	0.000157929629484077	-0.38985142315485	6.56728220493341e-05	-0.33985142315485	-0.0656822899415033	0.061482862617648	0.0614157877101973	0.0318905516800151	0.00476624106049023	-0.00893918687113926	0.0135830456957059	0.0135830456957056	0.000531919834070527	0.000531919834072248	0.000162493459310298	-0.0130977788237788	0.0549953533322808	-0.0086252501428325	0	0	0	0	0	-0.000242997456643079	5.55111512312578e-17	5.55111512312578e-17	0.0419316920621897	0.0419316920621897	1.66533453693773e-16	1.11022302462516e-16	0.04193169234001	0.0419316915991537	0.0719734908596991	0.00167799596199208	5.55111512312578e-17	5.55111512312578e-17	0.0129782910455571	0.0129782910455431	7.80410986523372e-05	2.22044604925031e-16	5.55111512312578e-17	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	5.55111512312578e-17	1.10395417807219e-08	1.58262292160316e-13	6.43140453671087e-08	6.43140455336422e-08	1.58595359067704e-13	0.0326962369772089	0	1.11022302462516e-16	1.11022302462516e-16	1.11022302462516e-16	1.94128984016828e-05	1.94128984015718e-05	1.94128984015718e-05	1.94128984015718e-05	1.94128984016273e-05	1.52321821822454e-10	-0.00184134393445412	0.00123861043903412	-0.00224667869635947	0.00123861043903406	0.000109918997451441	0.0199261275578749	5.55111512312578e-17	5.55111512312578e-17	5.55111512312578e-17	0.0811722712986932	0.0811722712987095	-9.47986011781699e-05	0.0573631330846036	0.0573631342400557	0	0.000157929629483966	0.000157929629483744	7.76226202758856e-08	7.76226203313968e-08	5.55111512312578e-17	0.0318905516975738	0.0318905516800148	1.10620215210133e-08	1.10620216875468e-08	1.10620214655022e-08	9.74472724735165e-11	1.10620215765245e-08	0.00451120962057977	-0.0311976270657051	0.0206854641654001	-2.36828911319709e-05	0.0275369438612503	-0.0219103947933495	-0.0219103947925406	-0.050422971141388	-0.0504229721028613	5.55111512312578e-17	1.66533453693773e-16	1.66533453693773e-16	-0.33985142315485	-0.33985142315485	-0.33985142315485	6.56728220409519e-05	-2.42180493327249e-05	-2.42180493328359e-05	1.11022302462516e-16	0	-8.95826657298926e-09	-8.95826662850041e-09	5.02666803947616e-06	1.11022302462516e-16	5.55111512312578e-17	1.11022302462516e-16	0	1.11022302462516e-16	0	-3.06818459527847e-11	-3.06818459527847e-11	1.11022302462516e-16	0	1.11022302462516e-16	0	0.0614828626176477	0.0102371808833499	-0.00862525014283261	1.52321710800152e-10	-0.00184134393445734	-0.33985142315485	-1.11022302462516e-16	0.0614157877101931	0.0047662410604955	-0.000242997456566529	5.02666804025331e-06
IL4	-0	-0	-0	-0	-0	-0.05	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
IL12	-0.00839409407277847	-4.93608287577274e-09	-0.000580954139036916	3.38438708292754e-05	-0.00925554919188043	1.92489140665719e-05	-0.840452811691745	-0.140452811691745	0.00743542512723661	0.00743062955800133	-0.0367330820221276	-0.00234652128378932	-0.00839409407277858	-0.00119066316825955	-0.00119066316825955	-0.000187508114929624	-0.000187508114929624	-7.33923370077605e-05	0.00440542182929005	-0.0331921592596615	-0.00825087828039806	1.11022302462516e-16	1.11022302462516e-16	1.11022302462516e-16	1.11022302462516e-16	1.11022302462516e-16	7.50482377075423e-05	0	0	0.00282829647905669	0.00282829647905669	0	1.11022302462516e-16	0.00282829652047245	0.0028282964020887	0.00446239835237494	0.000330814890759035	-2.22044604925031e-16	-2.22044604925031e-16	-0.000972436679602118	-0.000972436679604116	1.5663043487657e-05	0	-2.22044604925031e-16	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	-4.93608309781735e-09	1.23234755733392e-14	-4.87404816507109e-09	-4.87404816507109e-09	1.24344978758018e-14	0.00227684364044656	-1.11022302462516e-16	0	0	0	-5.59707233449558e-07	-5.59707233449558e-07	-5.59707233449558e-07	-5.59707233338536e-07	-5.59707233338536e-07	-6.79177825091415e-11	-0.000486574147270602	0.000182711513222023	-0.000580954139036916	0.000182711513222023	2.35998582589492e-05	0.00218909330481132	0	0	0	0.00294157038684861	0.00294157038685527	2.92517282659555e-05	0.00729936197814429	0.00729935662692527	-2.22044604925031e-16	3.38438708291644e-05	3.38438708293864e-05	-4.92377147942591e-08	-4.92377146832368e-08	0	-0.0367330820282291	-0.0367330820221274	-4.94620000512924e-09	-4.94619989410694e-09	-4.94619989410694e-09	-8.59323723290117e-12	-4.94620011615154e-09	-0.00925554919188054	-0.0128795502592421	-0.00282482651068994	2.14098881441416e-05	-0.0882471492288777	-0.017116618584055	-0.0171166185808785	0.00930171191076457	0.00930171229254551	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	-0.00905548789396693	-0.00905548789396693	-0.00905548789396715	1.9248914066905e-05	-4.82286697245371e-08	-4.82286699465817e-08	0	0	2.76163047985278e-09	2.76163047985278e-09	1.87503109883025e-06	0	0	0	0	0	0	7.27440330194895e-12	7.27440330194895e-12	0	0	0	0	0.00743542512723649	0.00121299772208183	-0.00825087828039817	-6.79177825091415e-11	-0.000486574147271379	-0.00905548789396682	-2.22044604925031e-16	0.00743062955800122	-0.00234652128378943	7.50482377119832e-05	1.87503109883025e-06
IL12_mrna	-0.061091826771244	-3.66627952441689e-08	-0.00430881190205457	0.000251396832645634	-0.0672253161186432	0.000142978326715393	-0.0658030617877811	-0.927325825447877	0.0562852653384106	0.0562482578213546	-0.25166710289938	-0.0173279844068788	-0.0610918267712439	-0.00881756519679233	-0.00881756519679233	-0.00139206793895186	-0.00139206793895164	-0.000545022538063433	0.0330877843916052	-0.228973447331855	-0.0600697784072705	3.33066907387547e-16	3.33066907387547e-16	3.33066907387547e-16	3.33066907387547e-16	3.33066907387547e-16	0.000557525679695026	2.22044604925031e-16	1.11022302462516e-16	0.0211571600557258	0.0211571600557259	1.11022302462516e-16	2.22044604925031e-16	0.0211571603480981	0.0211571595103506	0.0335206170828463	0.0024591587808348	0	0	-0.00720535786294196	-0.00720535786295884	0.000116341926080565	2.22044604925031e-16	1.11022302462516e-16	1.11022302462516e-16	1.11022302462516e-16	1.11022302462516e-16	0	-3.66627953551912e-08	9.25926002537381e-14	-3.62020320388012e-08	-3.62020321498235e-08	9.24815779512755e-14	0.0170082168323071	1.11022302462516e-16	1.11022302462516e-16	1.11022302462516e-16	1.11022302462516e-16	-4.15722431945653e-06	-4.15722431956755e-06	-4.15722431945653e-06	-4.15722431945653e-06	-4.15722431956755e-06	-5.04459474193197e-10	-0.00360966157857956	0.0013577096238484	-0.00430881190205468	0.00135770962384851	0.000175298451611017	0.0163490862449809	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	0.0220108397056709	0.0220108397057039	0.000217283292207382	0.0552356278833508	0.0552355907333176	0	0.000251396832645523	0.000251396832645634	-3.65713488159614e-07	-3.65713488159614e-07	-1.11022302462516e-16	-0.251667102941686	-0.251667102899379	-3.67379402455015e-08	-3.67379402455015e-08	-3.67379404675461e-08	-6.3825944529583e-11	-3.67379402455015e-08	-0.0672253161186429	-0.0927665650418213	-0.0208356258687387	0.000159030605900945	-0.560421017831124	-0.122114648597236	-0.122114648564818	0.0707595394176221	0.0707595418157531	0	2.22044604925031e-16	2.22044604925031e-16	-0.0658030617877812	-0.0658030617877808	-0.0658030617877811	0.000142978326716725	-3.58218801399524e-07	-3.58218801621568e-07	2.22044604925031e-16	1.11022302462516e-16	2.05120345153631e-08	2.05120342933185e-08	1.39268741042864e-05	2.22044604925031e-16	1.11022302462516e-16	2.22044604925031e-16	1.11022302462516e-16	2.22044604925031e-16	1.11022302462516e-16	5.40312239394325e-11	5.4031334961735e-11	2.22044604925031e-16	1.11022302462516e-16	2.22044604925031e-16	1.11022302462516e-16	0.0562852653384106	0.00903693211329182	-0.0600697784072701	-5.04459474193197e-10	-0.00360966157858533	-0.0658030617877808	1.11022302462516e-16	0.0562482578213537	-0.0173279844068792	0.000557525679727999	1.39268741043974e-05
IL10	-0.0210686367854546	-1.35956544911053e-08	-0.00159748715916236	6.1402269574018e-05	-0.0304733774555462	3.41365233074709e-05	-0.0299063735960625	-0.00656416906969637	-0.486615311533949	-0.436615311533949	-0.0838354976097574	-0.00628128725434507	-0.0210686367854547	-0.00794215502624851	-0.00794215502624851	-0.000851562047171794	-0.000851562047173293	-0.000201483882069808	0.0210030709193497	-0.379576876052519	-0.0208165102917076	1.66533453693773e-16	1.66533453693773e-16	1.66533453693773e-16	1.66533453693773e-16	1.66533453693773e-16	0.000424364371473529	0	-5.55111512312578e-17	-0.00500995492590783	-0.00500995492590772	0	5.55111512312578e-17	-0.00500995495099971	-0.00500995485242139	-0.00910295095686847	-0.00757222950306186	-5.55111512312578e-17	-5.55111512312578e-17	-0.00651452750129461	-0.00651452750126852	-0.000355830322335382	-5.55111512312578e-17	0	0	0	0	-1.11022302462516e-16	-1.35956546021276e-08	-2.14273043752655e-14	-3.12631796561824e-08	-3.12631795451601e-08	-2.13717932240343e-14	-0.0044506836696343	0	1.11022302462516e-16	1.11022302462516e-16	1.11022302462516e-16	-0.000305317334526767	-0.000305317334526767	-0.000305317334526822	-0.000305317334526711	-0.000305317334526767	-1.87243776039736e-10	-0.00141971090837467	-0.000222433903798946	-0.0015974871591623	-0.000222433903798946	4.28249007822235e-05	-0.004005788511524	-5.55111512312578e-17	-5.55111512312578e-17	-5.55111512312578e-17	0.0116340034049593	0.0116340034049819	0.000165730068778847	0.0201137964372777	0.0201137948953894	1.11022302462516e-16	6.1402269574129e-05	6.1402269574018e-05	-1.46973366865755e-07	-1.46973366699221e-07	-5.55111512312578e-17	-0.0838354976546781	-0.0838354976097563	-1.36234596936902e-08	-1.36234597492013e-08	-1.36234598047125e-08	-5.60309576513873e-11	-1.36234595826679e-08	-0.0304733774555461	-0.0213557458527507	-0.0157581916714006	6.8149480572266e-05	-0.2047269361471	0.00708305125779379	0.00708305125604725	0.0346772005673299	0.034677202107595	-1.11022302462516e-16	5.55111512312578e-17	5.55111512312578e-17	-0.0299063735960627	-0.0299063735960626	-0.0299063735960626	3.41365233078594e-05	-8.75888932105884e-07	-8.7588893238344e-07	1.11022302462516e-16	0	1.5720533319552e-08	1.57205331530186e-08	3.27886333911787e-06	1.11022302462516e-16	0	1.11022302462516e-16	0	1.11022302462516e-16	0	4.12349598910566e-11	4.12350709133591e-11	1.11022302462516e-16	0	1.11022302462516e-16	0	0.0197779440691699	-0.00220421850747354	-0.0208165102917076	-1.87243776039736e-10	-0.00141971090837473	-0.0299063735960627	-5.55111512312578e-17	-0.436615311533949	-0.00628128725434918	0.000424364371486241	3.27886333933991e-06
IL10_mrna	-0.0425071227941227	-2.78755020177712e-08	-0.0032712643178181	0.000125900649956212	-0.0610588065376567	6.99928253573567e-05	-0.0599473522125844	-0.0133899876636131	0.0412033120778624	-0.918763398988694	-0.162070276583571	-0.0128157506479996	-0.0425071227941228	-0.0161836747924567	-0.0161836747924569	-0.00174481119198799	-0.0017448111919891	-0.000413041903062017	0.0438000464990469	-0.690536941030751	-0.0420063187901496	0	0	0	0	0	0.000870375130396672	1.11022302462516e-16	0	-0.0102319151117307	-0.0102319151117305	0	2.22044604925031e-16	-0.0102319151192959	-0.0102319149923041	-0.0185324747130516	-0.0154342778407645	0	0	-0.0132892356311417	-0.0132892356311393	-0.000729363615046386	-1.11022302462516e-16	0	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	-2.78755022398158e-08	-4.39648317751562e-14	-6.40996588030518e-08	-6.40996586920295e-08	-4.39648317751562e-14	-0.00909365446208743	0	1.11022302462516e-16	1.11022302462516e-16	1.11022302462516e-16	-0.000625849392744127	-0.000625849392744127	-0.000625849392744349	-0.000625849392744127	-0.000625849392744127	-3.83910570000978e-10	-0.00290762665967692	-0.000455981935435501	-0.00327126431781799	-0.00045598193543539	8.78078957142758e-05	-0.00818747472474679	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	0.0240760171084875	0.0240760171084723	0.000339844692405	0.0419146395200486	0.0419146355237159	1.11022302462516e-16	0.000125900649955879	0.000125900649956101	-3.013430461829e-07	-3.01343045849833e-07	0	-0.162070276675556	-0.162070276583569	-2.79325117480411e-08	-2.79325117480411e-08	-2.79325118590634e-08	-1.1488177076302e-10	-2.79325115259965e-08	-0.0610588065376565	-0.0430771897074511	-0.0319196749788234	0.000139736030612236	-0.372993939997465	0.0146044038932284	0.0146044038886411	0.0731558134483082	0.0731558156784179	-1.11022302462516e-16	1.11022302462516e-16	1.11022302462516e-16	-0.0599473522125848	-0.0599473522125845	-0.0599473522125845	6.99928253582449e-05	-1.79585521609127e-06	-1.79585521653536e-06	1.11022302462516e-16	0	3.22321933587943e-08	3.2232193247772e-08	6.72275085167318e-06	1.11022302462516e-16	1.11022302462516e-16	1.11022302462516e-16	0	1.11022302462516e-16	0	8.45451486597426e-11	8.45451486597426e-11	1.11022302462516e-16	0	1.11022302462516e-16	0	0.0412033120778624	-0.00451156028729693	-0.0420063187901492	-3.83910570000978e-10	-0.00290762665968025	-0.0599473522125846	-1.11022302462516e-16	0.0411526173468775	-0.0128157506480003	0.000870375130424872	6.72275085200624e-06
