Row	TNFa	IL1	IL6	LPS	IFNg	IL4	IL12	IL12_mrna	IL10	IL10_mrna	IFNb	IFNb_mrna	TNFR	TRAF2	TAK1	NIK	IKK	IRF5	IKB	NFKB	TNFa_mrna	IL15_mrna	GMCSF_mrna	Mcpt1_mrna	IL8_mrna	IL18_mrna	IKBa_mrna	iNOS_mrna	iNOS	COX2_mrna	COX2	CXCL10_mrna	CXCL10	cAMP	PKA	CREB	CEBPbeta	TSG6	CYP19	MKK36	p38	SP1	ATF2	ELK1	MMP3_mrna	MMP7_mrna	MMP9_mrna	MMP12_mrna	IL1R	cRaf	SOS	Ras	MEK12	ERK12	ETS1	MMP3	MMP7	MMP9	MKK47	JNK	cJun	cFos	AP1	IL1_mrna	IL6_mrna	GP130	IL6R	JAK2	GRB2	STAT3	A2M_mrna	CRP_mrna	VEGF_mrna	SOCS3_mrna	SOCS3	BCL3	PI3K	AKT	MCL1	CD14	TLR4	TRIF	IRF3	CCL5_mrna	IFNbR	JAKIFNbR	MyD88	IRAK4	IRAK1	TAB1	TRAF6	IFNgR	GSK3	JAK12_IFNg	SHP2	STAT1	IRF1	IRF1_mrna	SOCS1	SOCS1_mrna	Myc_mrna	SMAD7_mrna	ICAM1_mrna	IL12Rb1	STAT4	IFNg_mrna	IL4R	JAK13_IL4	STAT6	CCL17_mrna	CCL17	PPARg_mrna	PPARg	IL4Ra_mrna	Arg1_mrna	Arg1	CD23_mrna	CD23	AMAC1_mrna	AMAC1	KLF4_mrna	KLF4	Fizz1_mrna	Fizz1	Ym1_mrna	Ym1	IL10R	JAK1IL10R	TNFa_trans	IL1_trans	IL6_trans	IFNg_trans	IL12_trans	IL10_trans	IFNb_trans	IKB_trans	IL4R_trans
TNFa	-0.123515040902225	-6.22439988440249e-10	-0.00323208057639864	0.000457581869331369	-0.0735144925059483	0.239302935231491	-0.0735125809121348	-0.0132963900280286	0.0271004971859869	0.0235625762123626	-0.00064659594191166	-0.000214676125954952	-0.0118074061970649	-0.000240886554576186	-0.000240886554576825	-3.18890844655528e-06	-3.18890844665243e-06	-8.84308265503009e-09	0.227856877324689	-0.067619119007069	-0.0735150409022251	9.71445146547012e-17	9.71445146547012e-17	9.71445146547012e-17	9.71445146547012e-17	9.71445146547012e-17	1.58660593746474e-07	-9.71445146547012e-17	8.32667268468867e-17	0.000477512755407361	0.000477512755405043	4.16333634234434e-17	2.77555756156289e-17	0.000477512755407278	0.000477512755407417	0.00244535793273509	0.000297001366132185	-2.77555756156289e-17	-2.77555756156289e-17	-0.00106456759193567	-0.00106456759193536	7.77710087190853e-06	8.32667268468867e-17	2.77555756156289e-17	0	0	0	5.55111512312578e-17	-6.22440141095915e-10	2.74137777458022e-05	-0.00102174710844541	-0.00102174710838644	2.74137777458855e-05	0.00219687916126984	2.77555756156289e-17	2.77555756156289e-16	2.77555756156289e-16	2.77555756156289e-16	2.91786039774422e-12	2.91802693119791e-12	2.91790203110764e-12	2.91802693119791e-12	2.91788815331984e-12	1.66533453693773e-16	-0.000781241088716828	9.4265705438773e-05	-0.00323208057639858	9.42657054386065e-05	0.134753586291732	0.0165531102793401	8.32667268468867e-17	8.32667268468867e-17	8.32667268468867e-17	0.000371774960644833	0.000371774960645013	3.50525918624278e-07	0.279089650247158	0.279089650247187	1.38777878078145e-17	0.000457581869331369	0.000457581869331369	-9.41986640605463e-06	-9.41986640587422e-06	6.93889390390723e-17	-0.000646595941911493	-0.000646595941911562	-8.35535765575379e-10	-8.35535668430865e-10	-8.35535862719894e-10	-3.19605453213967e-14	-8.3553569618644e-10	-0.0735144925059483	-0.0676665038733286	-0.0277086059175317	8.56777493869754e-06	-0.0354390895888917	-0.0348631690735175	-0.0348631690735297	0.283518932376073	0.283518877455889	5.55111512312578e-17	-4.16333634234434e-17	-4.16333634234434e-17	-0.0735125809565985	-0.073512580921628	-0.0735125809216277	0.23930293523149	0.15528593181676	0.15528593181676	-1.11022302462516e-16	-1.38777878078145e-17	0.0739548186088235	0.0739548186088053	0.0101838508616021	5.55111512312578e-17	-1.38777878078145e-17	-1.11022302462516e-16	-1.38777878078145e-17	-1.11022302462516e-16	-1.38777878078145e-17	0.0274547608980314	0.0274547608990522	-1.11022302462516e-16	-1.38777878078145e-17	-1.11022302462516e-16	-1.38777878078145e-17	0.0271004971859866	0.00177606898610394	-0.0735150409022251	-4.16333634234434e-17	-0.000781241088716855	-0.073512580921628	-4.16333634234434e-17	0.0235625762116086	-0.000214676125954799	1.58660593871374e-07	0.0101838508616045
IL1	0	-0.05	0	0	0	5.67036225820883e-08	0	0	0	0	0	0	0	0	0	0	0	0	2.04766652245336e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.54216394998974e-13	0	0	0	0	0	0	0	8.42822992647152e-09	8.42822992647152e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.314945166153e-06	5.31492568450059e-06	0	0	0	0	0	0	5.67036225820883e-08	3.35899350001334e-10	3.35899350001334e-10	0	0	1.64590563400679e-14	1.64590563400679e-14	0	0	0	0	0	0	0	6.93889390390723e-18	6.93889390390723e-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL6	-0.000226131968420432	-1.32869507063482e-10	-0.0578800354650816	8.50718280444307e-06	-0.00787984892407059	0.0165765210824654	-0.00787966780459345	-0.00149091062057286	0.000582961549212696	0.000510745873348817	-0.000137025981760006	-4.54753225828525e-05	-0.000226131968420321	-5.7239799335182e-05	-5.72397993352097e-05	-4.83883212526459e-08	-4.83883212665237e-08	-1.87287226005584e-09	0.00510033020343078	-0.0012205696323326	-0.000193793407646213	-6.93889390390723e-18	-6.93889390390723e-18	-6.93889390390723e-18	-6.93889390390723e-18	-6.93889390390723e-18	2.32077183165424e-09	-3.46944695195361e-17	-2.08166817117217e-17	2.3783689558729e-05	2.37836895585763e-05	-1.38777878078145e-17	-3.46944695195361e-17	2.3783689558729e-05	2.3783689558729e-05	0.000124250315943576	6.76314645501469e-06	-1.38777878078145e-17	-1.38777878078145e-17	-0.000255235622069791	-0.000255235622069756	1.77227578508632e-07	-2.77555756156289e-17	-2.08166817117217e-17	-2.77555756156289e-17	-2.77555756156289e-17	-2.77555756156289e-17	-2.77555756156289e-17	-1.32869514002376e-10	1.36186883001321e-06	-0.000249976942472641	-0.000249976942469303	1.36186883000627e-06	0.00011111946904923	-1.38777878078145e-17	-1.38777878078145e-17	-1.38777878078145e-17	-1.38777878078145e-17	-7.80616543627488e-12	-7.80615155848707e-12	-7.80616543627488e-12	-7.80615849738098e-12	-7.80617237516879e-12	-6.93889390390723e-18	-0.00788003546508161	5.30513776329788e-06	-4.75638974522033e-05	5.30513776327707e-06	0.00195043795370271	0.00087911331779246	-2.08166817117217e-17	-2.08166817117217e-17	-2.08166817117217e-17	4.27569656265836e-05	4.27569656265836e-05	5.12723694751083e-09	0.0140614495372278	0.014061449537236	-2.77555756156289e-17	8.50718280445001e-06	8.50718280444307e-06	-6.43886626378043e-08	-6.43886626239265e-08	-2.08166817117217e-17	-0.000137025981759978	-0.000137025981759992	-1.78357988100952e-10	-1.78357988100952e-10	-1.78357988100952e-10	-7.53563877964325e-15	-1.78357995039846e-10	-0.00787984892407059	-0.00130713582885437	-0.00787983622830735	8.80831777592961e-07	-0.00788003546508163	-0.000441111288997612	-0.000441111288997049	0.0980237637778587	0.098023735146246	-2.77555756156289e-17	-2.77555756156289e-17	-2.77555756156289e-17	-0.00787966780475702	-0.00787966780463003	-0.00787966780463003	0.0165765210824654	0.0139953321551473	0.0139953321551474	-2.77555756156289e-17	-4.85722573273506e-17	0.00103848870893843	0.00103848870893762	0.000548681426306034	-2.08166817117217e-17	-3.46944695195361e-17	-2.77555756156289e-17	-4.85722573273506e-17	-2.77555756156289e-17	-4.85722573273506e-17	0.00221198913511979	0.00221198913511116	-2.77555756156289e-17	-4.85722573273506e-17	-2.77555756156289e-17	-4.85722573273506e-17	0.000582961549212696	9.18813726999285e-05	-0.000193793407653589	-2.08166817117217e-17	-0.00788003546508161	-0.00787966780463003	-2.08166817117217e-17	0.000510745873318098	-4.54753225828386e-05	2.32077183859314e-09	0.000548681426306173
LPS	-0	-0	-0	-0.05	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
IFNg	-0.00224339895233233	-1.11929465695937e-10	-0.000599680669819747	8.59960058446907e-05	-0.419024363693575	0.00237699218945292	-0.369024363693575	-0.0193784532683411	0.00486390588069685	0.00425953169066845	-0.000116983794022363	-3.88033922849029e-05	-0.00224339895233178	-4.03073806332643e-05	-4.03073806334309e-05	-5.8549070952596e-07	-5.8549070952596e-07	-1.59767354901419e-09	0.0282492583680506	-0.0160732154323326	-0.0018452643620811	0	0	0	0	0	2.91315173650553e-08	-1.11022302462516e-16	5.55111512312578e-17	0.000124844134796742	0.000124844134796021	-1.11022302462516e-16	-5.55111512312578e-17	0.000124844134796576	0.000124844134796631	0.000630332289999092	5.64899154761878e-05	-1.11022302462516e-16	-1.11022302462516e-16	-0.000178605836926526	-0.000178605836926304	1.48024709445416e-06	-5.55111512312578e-17	-5.55111512312578e-17	0	0	0	-5.55111512312578e-17	-1.11929576718239e-10	7.19352561734388e-06	-0.000168917724886475	-0.000168917724874762	7.19352561734388e-06	0.000566930405171251	-5.55111512312578e-17	0	0	0	5.61162227796785e-13	5.61217738948017e-13	5.61162227796785e-13	5.6138427240171e-13	5.61106716645554e-13	-1.11022302462516e-16	-0.000143561125729275	2.08304893518085e-05	-0.000599680669819691	2.0830489351531e-05	0.0206790472673631	0.00342311293880565	-5.55111512312578e-17	-5.55111512312578e-17	-5.55111512312578e-17	0.000521508114543046	0.000521508114543101	6.43596960725468e-08	0.0382625602244747	0.0382625602244782	-5.55111512312578e-17	8.59960058448017e-05	8.59960058446907e-05	-3.3673475596796e-07	-3.36734755856938e-07	0	-0.000116983794022085	-0.000116983794022141	-1.5024909094663e-10	-1.50248979924328e-10	-1.50249201968933e-10	-5.49560397189452e-15	-1.5024909094663e-10	-0.0190317543355153	-0.016220211515566	-0.00508569096001465	1.57569659553491e-06	-0.00700957796668028	-0.0070661515794086	-0.00706615157941065	0.0405515605696939	0.0405515535729342	-5.55111512312578e-17	-1.66533453693773e-16	-1.66533453693773e-16	-0.369024363693575	-0.369024363693575	-0.369024363693575	0.00237699218945286	-0.0027659966280929	-0.00276599662809263	-1.66533453693773e-16	-2.22044604925031e-16	0.011873616387768	0.0118736163877632	0.00173947088052745	-5.55111512312578e-17	-5.55111512312578e-17	-1.66533453693773e-16	-2.22044604925031e-16	-1.66533453693773e-16	-2.22044604925031e-16	0.00415624830069827	0.00415624830065286	-1.66533453693773e-16	-2.22044604925031e-16	-1.66533453693773e-16	-2.22044604925031e-16	0.00486390588069679	0.000395825209546896	-0.00184526436209059	-5.55111512312578e-17	-0.000143561125729275	-0.369024363693575	-5.55111512312578e-17	0.00425953169050625	-3.88033922847364e-05	2.91315174760776e-08	0.00173947088052789
IL4	-0	-0	-0	-0	-0	-0.7	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
IL12	-0.00418033175575017	-2.15990447749448e-10	-0.00112740692781654	0.000161302343749226	-0.0346266459846493	0.0705316289128842	-0.734633646843963	-0.0346336468439628	0.00906154729072328	0.00791238847224762	-0.000224602980244959	-7.45192251623283e-05	-0.00418033175574983	-8.36209657655296e-05	-8.36209657655296e-05	-1.1065761094109e-06	-1.10657610952192e-06	-3.06860326038105e-09	0.0673759539046325	-0.029037727781533	-0.00344344975643962	1.11022302462516e-16	1.11022302462516e-16	1.11022302462516e-16	1.11022302462516e-16	1.11022302462516e-16	5.5056172509893e-08	-1.11022302462516e-16	0	0.000165575165250398	0.000165575165249954	-1.11022302462516e-16	0	0.000165575165250287	0.000165575165250287	0.00084532705544027	0.000103012992129115	-1.11022302462516e-16	-1.11022302462516e-16	-0.000370037356012487	-0.000370037356012487	2.69866790691964e-06	-1.11022302462516e-16	0	0	0	0	0	-2.1599055877175e-10	9.51233474255631e-06	-0.00035512887954936	-0.000355128879541255	9.51233474255631e-06	0.000759721668959434	0	1.11022302462516e-16	1.11022302462516e-16	1.11022302462516e-16	1.01230135385322e-12	1.01252339845814e-12	1.01252339845814e-12	1.01252339845814e-12	1.01241237615568e-12	0	-0.000271431853436144	3.27059002313002e-05	-0.00112740692781643	3.27059002313002e-05	0.0413584784754186	0.00560846211820887	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	0.000128932549503191	0.000128932549503191	1.21634547989302e-07	0.0814792516973778	0.081479251697385	-1.11022302462516e-16	0.000161302343749115	0.000161302343749115	-6.336122759798e-07	-6.33612275757756e-07	0	-0.000224602980244959	-0.000224602980244959	-2.89935964126187e-10	-2.89935964126187e-10	-2.89936075148489e-10	-1.11022302462516e-14	-2.89936075148489e-10	-0.0346266459846493	-0.0290699767508483	-0.0101364074346518	2.97302950713618e-06	-0.0132161364930197	-0.01298149598565	-0.0129814959856522	0.0826974331906566	0.0826974194807629	0	-1.11022302462516e-16	-1.11022302462516e-16	-0.0346126131019668	-0.0346126130982168	-0.0346126130982168	0.070531628912884	0.0471767976367772	0.0471767976367773	-2.22044604925031e-16	-2.22044604925031e-16	0.0236203801123045	0.0236203801123007	0.00348055850199402	0	-1.11022302462516e-16	-2.22044604925031e-16	-2.22044604925031e-16	-2.22044604925031e-16	-2.22044604925031e-16	0.0091761386378717	0.00917613863816713	-2.22044604925031e-16	-2.22044604925031e-16	-2.22044604925031e-16	-2.22044604925031e-16	0.00906154729072328	0.000614596960199276	-0.00344344975644861	0	-0.000271431853436255	-0.0346126130982168	0	0.00791238847207743	-7.45192251623283e-05	5.5056172509893e-08	0.00348055850199458
IL12_mrna	-0.0251894760512664	-1.2913852209806e-09	-0.00675377658673987	0.000964150823381693	-0.263236493577104	0.421086946118468	-0.262559985158595	-0.263802998206164	0.0535270892171932	0.0467960923820238	-0.00134338734008121	-0.000445598743595343	-0.025189476051264	-0.000500031610350948	-0.000500031610351725	-6.61611981467303e-06	-6.61611981483956e-06	-1.83468710779344e-08	0.400992302915369	-0.196020996412956	-0.0207182255520422	1.66533453693773e-16	1.66533453693773e-16	1.66533453693773e-16	1.66533453693773e-16	1.66533453693773e-16	3.29175301738704e-07	-2.22044604925031e-16	1.11022302462516e-16	0.000989683683790266	0.000989683683787934	5.55111512312578e-17	0	0.000989683683790099	0.000989683683790377	0.00504711933683882	0.000615798261289435	-5.55111512312578e-17	-5.55111512312578e-17	-0.00221380215167433	-0.00221380215167377	1.61349916733e-05	1.66533453693773e-16	0	-5.55111512312578e-17	-5.55111512312578e-17	-5.55111512312578e-17	5.55111512312578e-17	-1.29138555404751e-09	5.68723883114242e-05	-0.00212455594179856	-0.00212455594175764	5.68723883115907e-05	0.00453662785587944	0	4.9960036108132e-16	4.9960036108132e-16	4.9960036108132e-16	6.05371308637359e-12	6.05399064212975e-12	6.05376859752482e-12	6.05393513097852e-12	6.05371308637359e-12	2.22044604925031e-16	-0.00162360760410801	0.000195534583100343	-0.00675377658673976	0.00019553458310001	0.242070474726984	0.0332598279932851	5.55111512312578e-17	5.55111512312578e-17	5.55111512312578e-17	0.000770708706558709	0.000770708706559042	7.27240611064772e-07	0.49256392736285	0.492563927362897	-5.55111512312578e-17	0.000964150823381693	0.000964150823381638	-3.78830825398246e-06	-3.78830825353837e-06	1.11022302462516e-16	-0.00134338734008094	-0.0013433873400811	-1.73349801180223e-09	-1.73349784526877e-09	-1.73349828935798e-09	-6.63358257213531e-14	-1.73349801180223e-09	-0.263236493577104	-0.1963043446466	-0.0619613393886678	1.77753565584471e-05	-0.0815424000557769	-0.0800335802191978	-0.0800335802192085	0.500701557168641	0.500701466158135	5.55111512312578e-17	-5.55111512312578e-17	-5.55111512312578e-17	-0.262559985177838	-0.262559985165764	-0.262559985165764	0.421086946118468	0.276739043037342	0.276739043037342	-2.77555756156289e-16	-5.55111512312578e-17	0.138222588527173	0.138222588527153	0.0206989894744631	5.55111512312578e-17	-1.11022302462516e-16	-2.77555756156289e-16	-5.55111512312578e-17	-2.77555756156289e-16	-5.55111512312578e-17	0.0541976225626595	0.054197622564312	-2.77555756156289e-16	-5.55111512312578e-17	-2.77555756156289e-16	-5.55111512312578e-17	0.053527089217193	0.00367088761592255	-0.0207182255520911	-1.11022302462516e-16	-0.00162360760410807	-0.262559985165764	-1.11022302462516e-16	0.0467960923810526	-0.000445598743594955	3.2917530201626e-07	0.0206989894744659
IL10	-0.0127326252567496	-3.43837708305372e-10	-0.00378270910144432	0.000501713946711724	-0.106140557794052	0.249729773911638	-0.106135922228905	-0.0158381716779707	-0.156143207607689	-0.106143207607689	-0.000334015657847186	-0.000110888369690032	-0.0127326252567477	-0.000273371006868861	-0.000273371006869749	-3.8263435486463e-06	-3.82634354867406e-06	-4.56763094014434e-09	0.27055836467239	-0.0853202149894543	-0.0105269178700751	1.38777878078145e-16	1.38777878078145e-16	1.38777878078145e-16	1.38777878078145e-16	1.38777878078145e-16	1.90677131584049e-07	-1.38777878078145e-16	5.55111512312578e-17	-0.00140974993384049	-0.00140974993384257	2.77555756156289e-17	-2.77555756156289e-17	-0.00140974993384063	-0.00140974993384052	-0.00718035766884143	-0.00109351678508035	-2.77555756156289e-17	-2.77555756156289e-17	-0.00118827047921627	-0.00118827047921596	-2.86185946531403e-05	8.32667268468867e-17	0	-5.55111512312578e-17	-5.55111512312578e-17	-5.55111512312578e-17	2.77555756156289e-17	-3.43837902594402e-10	-8.09769373646685e-05	-0.00124866272082769	-0.0012486627207344	-8.0976937364613e-05	-0.00646058476911698	8.32667268468867e-17	3.05311331771918e-16	3.05311331771918e-16	3.05311331771918e-16	-1.48345224992852e-11	-1.48343004546803e-11	-1.48344114769827e-11	-1.48343004546803e-11	-1.48345224992852e-11	1.11022302462516e-16	-0.000970251574591408	-0.000203123707834041	-0.00378270910144429	-0.000203123707834235	0.141620992943225	-0.0386889491613206	8.32667268468867e-17	8.32667268468867e-17	8.32667268468867e-17	0.000433978356303738	0.000433978356303932	4.21259494565174e-07	0.259861592900858	0.259861592900873	-2.77555756156289e-17	0.000501713946711752	0.000501713946711752	-1.90385765186374e-06	-1.90385765164169e-06	5.55111512312578e-17	-0.00033401565784702	-0.000334015657847131	-4.61549770625069e-10	-4.61549659602767e-10	-4.61549798380645e-10	-3.63875596320895e-14	-4.61549659602767e-10	-0.106140557794052	-0.0773520728567055	-0.0592007485095703	8.44756399684399e-06	-0.0197748240813079	-0.00961965364309494	-0.0096196536430983	0.221551290899925	0.221551253876444	2.77555756156289e-17	-2.77555756156289e-17	-2.77555756156289e-17	-0.106135922311389	-0.106135922160249	-0.106135922160249	0.249729773911638	0.185723441753252	0.185723441753252	-1.38777878078145e-16	-2.77555756156289e-17	0.0922381706957675	0.0922381706957504	0.0113084292938458	5.55111512312578e-17	0	-1.38777878078145e-16	-2.77555756156289e-17	-1.38777878078145e-16	-2.77555756156289e-17	0.0333290706710208	0.0333290706727395	-1.38777878078145e-16	-2.77555756156289e-17	-1.38777878078145e-16	-2.77555756156289e-17	0.020631769634127	-0.00435688797270886	-0.0105269178701281	-2.77555756156289e-17	-0.000970251574591574	-0.106135922160249	-2.77555756156289e-17	-0.106143207607689	-0.000110888369689782	1.90677131722827e-07	0.011308429293848
IL10_mrna	-0.0241720792678997	-6.4225441631649e-10	-0.00709794266728719	0.000936600892866402	-0.326426204424849	0.43463330750886	-0.325539206048833	-0.0301994736225561	0.0377207142158052	-0.327739469266623	-0.000624153183187037	-0.000207155374078061	-0.0241720792678974	-0.000510793965165068	-0.000510793965166179	-7.14725870587518e-06	-7.1472587059862e-06	-8.53187726024274e-09	0.473407410317623	-0.196211263755545	-0.0199248283665072	2.77555756156289e-16	2.77555756156289e-16	2.77555756156289e-16	2.77555756156289e-16	2.77555756156289e-16	3.56165707537937e-07	-2.22044604925031e-16	1.66533453693773e-16	-0.00263767486687866	-0.0026376748668806	1.11022302462516e-16	0	-0.00263767486687888	-0.00263767486687866	-0.0135310567695327	-0.00204522346284003	0	0	-0.00222269387454749	-0.00222269387454693	-5.34584665962123e-05	1.66533453693773e-16	-5.55111512312578e-17	-5.55111512312578e-17	-5.55111512312578e-17	-5.55111512312578e-17	1.11022302462516e-16	-6.42254749383397e-10	-0.000151271207504244	-0.00233582752549799	-0.00233582752553857	-0.000151271207504133	-0.0121634737193634	5.55111512312578e-17	6.10622663543836e-16	6.10622663543836e-16	6.10622663543836e-16	-2.77093903378045e-11	-2.77090572708971e-11	-2.77092238043508e-11	-2.77090572708971e-11	-2.77093348266533e-11	2.77555756156289e-16	-0.00181441224796419	-0.000379505411860492	-0.00709794266728714	-0.000379505411860881	0.244913612653952	-0.076668213294832	1.11022302462516e-16	1.11022302462516e-16	1.11022302462516e-16	0.00081021601945136	0.000810216019451693	7.86870161195719e-07	0.453376253189967	0.453376253189992	0	0.000936600892866457	0.000936600892866402	-3.55622339431871e-06	-3.55622339393014e-06	1.11022302462516e-16	-0.000624153183186704	-0.000624153183186871	-8.62128757272984e-10	-8.62128479717228e-10	-8.62128868295287e-10	-6.79456491070596e-14	-8.62128646250682e-10	-0.326426204424849	-0.171204873111363	-0.123113356495733	1.57790470095565e-05	-0.0379251297639936	-0.018185596561565	-0.018185596561574	0.383564978364577	0.383564919004416	1.11022302462516e-16	-5.55111512312578e-17	-5.55111512312578e-17	-0.325539206104873	-0.325539206018497	-0.325539206018496	0.43463330750886	0.320508188615043	0.320508188615043	-2.22044604925031e-16	0	0.161437476103417	0.16143747610339	0.020862542203087	5.55111512312578e-17	0	-2.22044604925031e-16	0	-2.22044604925031e-16	0	0.0602811777882986	0.0602811777908868	-2.22044604925031e-16	0	-2.22044604925031e-16	0	0.0377207142158049	-0.00818114477408516	-0.0199248283665454	-5.55111512312578e-17	-0.00181441224796436	-0.325539206018496	-5.55111512312578e-17	0.0319412154144448	-0.000207155374077617	3.56165707815492e-07	0.0208625422030899
