Row	TNFa	IL1	IL6	LPS	IFNg	IL4	IL12	IL12_mrna	IL10	IL10_mrna	IFNb	IFNb_mrna	TNFR	TRAF2	TAK1	NIK	IKK	IRF5	IKB	NFKB	TNFa_mrna	IL15_mrna	GMCSF_mrna	Mcpt1_mrna	IL8_mrna	IL18_mrna	IKBa_mrna	iNOS_mrna	iNOS	COX2_mrna	COX2	CXCL10_mrna	CXCL10	cAMP	PKA	CREB	CEBPbeta	TSG6	CYP19	MKK36	p38	SP1	ATF2	ELK1	MMP3_mrna	MMP7_mrna	MMP9_mrna	MMP12_mrna	IL1R	cRaf	SOS	Ras	MEK12	ERK12	ETS1	MMP3	MMP7	MMP9	MKK47	JNK	cJun	cFos	AP1	IL1_mrna	IL6_mrna	GP130	IL6R	JAK2	GRB2	STAT3	A2M_mrna	CRP_mrna	VEGF_mrna	SOCS3_mrna	SOCS3	BCL3	PI3K	AKT	MCL1	CD14	TLR4	TRIF	IRF3	CCL5_mrna	IFNbR	JAKIFNbR	MyD88	IRAK4	IRAK1	TAB1	TRAF6	IFNgR	GSK3	JAK12_IFNg	SHP2	STAT1	IRF1	IRF1_mrna	SOCS1	SOCS1_mrna	Myc_mrna	SMAD7_mrna	ICAM1_mrna	IL12Rb1	STAT4	IFNg_mrna	IL4R	JAK13_IL4	STAT6	CCL17_mrna	CCL17	PPARg_mrna	PPARg	IL4Ra_mrna	Arg1_mrna	Arg1	CD23_mrna	CD23	AMAC1_mrna	AMAC1	KLF4_mrna	KLF4	Fizz1_mrna	Fizz1	Ym1_mrna	Ym1	IL10R	JAK1IL10R	TNFa_trans	IL1_trans	IL6_trans	IFNg_trans	IL12_trans	IL10_trans	IFNb_trans	IKB_trans	IL4R_trans
TNFa	-0.393036824961921	-1.09525657987497e-07	-0.000322153510291301	7.132802728399e-05	-0.343036808610846	6.29776693933382e-05	-0.0121464467651777	-0.012145772048405	0.128857950468602	0.0413277873631677	-0.0224417188344357	-0.0220018049234353	-0.0203375178616069	-0.0122206389036345	-0.0122206389036344	-0.00145004206258165	-0.00145004206258148	-0.00101045292649382	0.0729875298125567	-0.173470740246275	-0.343036824961921	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	0.000130225370340742	-3.33066907387547e-16	-3.88578058618805e-16	0.0147702829234204	0.0147702829234204	-1.11022302462516e-16	-3.33066907387547e-16	0.0147702829234247	0.0147702829234323	0.0380546951045448	0.000693048317233269	-4.44089209850063e-16	-4.44089209850063e-16	-0.0109524814747103	-0.0109524814747102	1.0562692753957e-05	-2.77555756156289e-16	-2.22044604925031e-16	-2.77555756156289e-16	-2.77555756156289e-16	-2.77555756156289e-16	-5.55111512312578e-17	-1.09525658043008e-07	4.21884749357559e-14	-2.25287060673374e-08	-2.25287060673374e-08	4.21884749357559e-14	0.0191770985558746	-5.55111512312578e-17	-3.88578058618805e-16	-3.88578058618805e-16	-3.88578058618805e-16	4.93798649864319e-06	4.93798649836563e-06	4.93798649853217e-06	4.93798649836563e-06	4.93798649864319e-06	-1.30495059202929e-11	-0.000123267070525013	0.000706848772857704	-0.000322153510262102	0.000706848772847934	5.221269388056e-05	0.0623300764486875	-2.77555756156289e-16	-2.77555756156289e-16	-2.77555756156289e-16	0.0249532768612425	0.0249532768612422	0.00083399253598837	0.128760759341248	0.128760759341191	-1.66533453693773e-16	7.132802728399e-05	7.13280272840455e-05	-5.48298482705434e-06	-5.48298482710985e-06	-2.22044604925031e-16	-0.0224417188344356	-0.0224417188344357	-1.09753523769296e-07	-1.09753523658274e-07	-1.09753523769296e-07	-1.38878963884537e-10	-1.09753523824807e-07	-0.343036808610846	-0.0242666113388117	-0.33772567002799	0.000261572283488609	-0.341329586143835	-0.139968394444152	-0.139968388585352	0.129038687776236	0.12903963804244	-5.55111512312578e-17	-2.77555756156289e-16	-2.77555756156289e-16	-0.012146446765178	-0.0121464467651777	-0.0121464467651777	6.29776694435757e-05	1.17555071210695e-05	1.17555071209585e-05	-2.77555756156289e-16	-3.88578058618805e-16	1.01791509998783e-07	1.01791510220828e-07	2.53884991428532e-05	-3.88578058618805e-16	-5.55111512312578e-17	-2.77555756156289e-16	-3.88578058618805e-16	-2.77555756156289e-16	-3.88578058618805e-16	4.68116767571303e-10	4.68116989615908e-10	-2.77555756156289e-16	-3.88578058618805e-16	-2.77555756156289e-16	-3.88578058618805e-16	0.12885795046858	0.0351909925594467	-0.343036824961921	-1.30493393868392e-11	-0.000123267070521904	-0.0121464467651777	0	0.0413277873622959	-0.0220018049238114	0.000130225370340908	2.53884991428532e-05
IL1	-1.00106861235238e-06	-0.0500010010686124	-2.96500012042511e-09	3.15931365096889e-09	-1.00106861235238e-06	1.46506876075314e-09	-4.64672390593224e-07	-4.64653270998427e-07	0.000249754198940064	5.22568780894628e-06	-7.07427558990781e-07	-6.99913035799582e-07	-1.00106861235238e-06	-1.00106861235238e-06	-1.00106861226912e-06	-6.61366619733594e-08	-6.61366619733594e-08	-5.12876995109601e-08	6.42641421187001e-06	-1.00106106861592e-06	-1.00106861235238e-06	0	0	0	0	0	4.6616197013627e-09	0	0	2.18090561154155e-06	2.18090561152073e-06	0	0	2.18090561154849e-06	2.18090561154155e-06	1.72963841454724e-05	-3.40999209938464e-07	0	0	-4.03969905221624e-07	-4.03969905214685e-07	5.07303685171046e-10	0	0	0	0	0	0	-5.73235903189584e-12	-6.93889390390723e-18	-1.0305645226083e-12	-1.0305645226083e-12	-6.93889390390723e-18	-1.00106861235238e-06	0	0	0	0	-1.00106861234545e-06	-1.00106861235238e-06	-1.00106861235238e-06	-1.00106861235238e-06	-1.00106861235238e-06	-1.00106861235238e-06	5.35671045021058e-09	4.36416929538996e-08	-2.96500012042511e-09	4.36416929469607e-08	2.3203991089682e-09	5.94010125338218e-05	0	0	0	4.74963185362956e-05	4.74963185362956e-05	3.01488429776953e-08	0.000234130105888748	0.000234130105638004	0	3.15931365096889e-09	3.15931365096889e-09	-2.54717441583452e-10	-2.54717441583452e-10	0	-7.07427558990781e-07	-7.07427558976903e-07	-5.74421066268371e-12	-5.74421066268371e-12	-5.74421066268371e-12	-4.57620052962682e-14	-5.74421066268371e-12	-1.00106861235238e-06	-6.79260272515303e-07	-1.00106861235238e-06	1.3432001309821e-08	-1.00106861235238e-06	-1.00098135794729e-06	-1.00093045531102e-06	0.000165810466414576	0.000165810736163959	0	0	0	-4.64672390593224e-07	-4.64672390593224e-07	-4.64672390593224e-07	1.46506876769203e-09	-8.09440382776305e-10	-8.09440382776305e-10	0	0	4.64530497401583e-12	4.64530497401583e-12	4.56462957709736e-10	0	0	0	0	0	0	2.02338146237935e-14	2.02338146237935e-14	0	0	0	0	0.000249754200759442	8.82168809938216e-06	-1.00106861235238e-06	-1.00106861235238e-06	5.35671045021058e-09	-4.64672390593224e-07	0	5.22568781224225e-06	-6.99913036993072e-07	4.6616197013627e-09	4.56462957709736e-10
IL6	-0.00480138383805578	-3.80287513840338e-08	-0.110105842787672	9.21714636215043e-06	-0.0601058186116989	1.06958220352504e-05	-0.00391431367416727	-0.00391410556350166	0.0514621319025344	0.0077347676251215	-0.00719723446166394	-0.00706656520551602	-0.00480138383805578	-0.00411866853055066	-0.00411866853055061	-0.000350738982144091	-0.000350738982144091	-0.000349495814662107	-7.98655431850509e-05	-0.00371588917926445	-0.00478450392442709	-1.38777878078145e-17	-1.38777878078145e-17	-1.38777878078145e-17	-1.38777878078145e-17	-1.38777878078145e-17	8.38415506118628e-07	-5.55111512312578e-17	-8.32667268468867e-17	0.00529709555974497	0.00529709555974459	-4.16333634234434e-17	-5.55111512312578e-17	0.00529709555974875	0.00529709555975531	0.0155132971006138	0.000114227478457796	-1.38777878078145e-16	-1.38777878078145e-16	-0.00368842802187314	-0.00368842802187318	1.73843403664109e-06	-4.16333634234434e-17	-2.77555756156289e-17	-6.93889390390723e-17	-6.93889390390723e-17	-6.93889390390723e-17	-4.16333634234434e-17	-3.80287514117894e-08	1.32949207198862e-14	-7.88447789001889e-09	-7.88447794553004e-09	1.33365540833097e-14	0.00649152958034363	-2.77555756156289e-17	-8.32667268468867e-17	-8.32667268468867e-17	-8.32667268468867e-17	-0.000217301828326258	-0.0002173018283263	-0.000217301828326216	-0.000217301828326313	-0.00021730182832623	-4.53108384146361e-12	-0.0601058427876718	0.000239034833870694	0.000103327864657846	0.00023903483386814	6.82822637174119e-06	0.0280500468561558	-6.93889390390723e-17	-6.93889390390723e-17	-6.93889390390723e-17	0.0104703784344437	0.0104703784344436	5.27727790818056e-06	0.0502369805694259	0.0502369805693517	-1.38777878078145e-17	9.21714636213655e-06	9.21714636212267e-06	-8.22180672030437e-07	-8.22180672044315e-07	-5.55111512312578e-17	-0.00719723446166394	-0.00719723446166383	-3.81078633232557e-08	-3.81078633093779e-08	-3.81078633093779e-08	-5.13823844583428e-11	-3.81078633510112e-08	-0.0601058186116989	-0.00291271342461032	-0.0601058155650012	9.0212860993491e-05	-0.0601058427876717	-0.00176588269947224	-0.0017658715138377	0.116909070524941	0.116909155850319	-4.16333634234434e-17	-6.93889390390723e-17	-6.93889390390723e-17	-0.00391431367416734	-0.00391431367416728	-0.00391431367416721	1.06958220408432e-05	3.99750752297368e-06	3.99750752294592e-06	-5.55111512312578e-17	-6.93889390390723e-17	7.69180691362337e-10	7.691807329957e-10	4.5550438216857e-06	-8.32667268468867e-17	-1.38777878078145e-17	-5.55111512312578e-17	-6.93889390390723e-17	-5.55111512312578e-17	-6.93889390390723e-17	6.79448164397911e-12	6.79450939955473e-12	-5.55111512312578e-17	-6.93889390390723e-17	-5.55111512312578e-17	-6.93889390390723e-17	0.0514621319030608	0.0136285103788263	-0.00478450392442704	-4.5310699636758e-12	-0.0601058427876718	-0.00391431367416734	-2.77555756156289e-17	0.00773476762508177	-0.00706656520552344	8.38415506174139e-07	4.55504382167182e-06
LPS	-0	-0	-0	-0.05	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
IFNg	-0.00205120234170808	-1.14149835139798e-08	-4.63310721637855e-05	1.12842868367213e-05	-0.723818133651522	1.45693596254048e-06	-0.0238181336515221	-0.0238168770614552	0.043377453413615	0.00710252935409017	-0.0024312870244112	-0.00238212283766193	-0.00205120234170819	-0.000771811670578937	-0.000771811670578937	-0.000146967157869882	-0.000146967157869882	-0.000105578793422656	0.00555227718548534	-0.0187043658786971	-0.00201934915936131	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	1.21833294659535e-05	-1.11022302462516e-16	-1.11022302462516e-16	0.00543579743207379	0.00543579743207379	-1.11022302462516e-16	-1.11022302462516e-16	0.00543579743207401	0.00543579743207534	0.015751347710225	0.000107928669699664	-2.22044604925031e-16	-2.22044604925031e-16	-0.000629576669297638	-0.000629576669297527	1.64292236126684e-06	-1.11022302462516e-16	-1.11022302462516e-16	-2.22044604925031e-16	-2.22044604925031e-16	-2.22044604925031e-16	-1.11022302462516e-16	-1.14149836250022e-08	1.4432899320127e-14	-1.19029708312013e-09	-1.19029708312013e-09	1.4432899320127e-14	0.00720992966817935	-1.11022302462516e-16	-2.22044604925031e-16	-2.22044604925031e-16	-2.22044604925031e-16	7.33921849738195e-07	7.33921849738195e-07	7.33921849849217e-07	7.33921849738195e-07	7.33921849738195e-07	-1.35980116056089e-12	-1.71188049102877e-05	0.000108007018099876	-4.6331072161343e-05	0.000108007018098766	7.82998688297898e-06	0.0149705176743463	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	0.0221180159205212	0.022118015920521	7.78566890259347e-05	0.0428543226187446	0.0428543226187488	-1.11022302462516e-16	1.12842868367213e-05	1.12842868367213e-05	-2.34398833121041e-07	-2.34398833121041e-07	-1.11022302462516e-16	-0.0024312870244112	-0.00243128702441109	-1.14387440630637e-08	-1.14387440630637e-08	-1.14387439520414e-08	-8.27715673779039e-12	-1.1438744174086e-08	-0.0238159827474942	-0.00349284647714765	-0.0238082219949984	2.62389152967391e-05	-0.023814552617258	-0.017028709801614	-0.0170287093887379	0.00382624903179962	0.00382639993995104	-1.11022302462516e-16	0	0	-0.0238181336515221	-0.0238181336515221	-0.0238181336515221	1.45693595832164e-06	-6.22353782886442e-06	-6.2235378287534e-06	-1.11022302462516e-16	-1.11022302462516e-16	9.52683354427108e-09	9.52683365529339e-09	-2.16935115315842e-07	-1.11022302462516e-16	0	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	3.77097242321156e-11	3.77098352544181e-11	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	0.0433774534135677	0.00731059197161199	-0.00201934915936131	-1.35991218286335e-12	-1.71188049101767e-05	-0.0238181336515221	-1.11022302462516e-16	0.0071025293539515	-0.00238212283770267	1.21833294659535e-05	-2.16935115204819e-07
IL4	-0	-0	-0	-0	-0	-0.05	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
IL12	-0.0177180578242506	-9.53861201136164e-08	-0.000280564803672279	6.48002551704163e-05	-0.359357033907107	5.48473571985175e-05	-0.409358378876604	-0.359358378876604	0.112887627178827	0.0360095012326762	-0.0195523903766177	-0.0191688713735285	-0.0177180578242508	-0.0106446547770898	-0.0106446547770896	-0.00126285876533205	-0.00126285876533205	-0.000880012217345461	0.0636790204034114	-0.154123569440644	-0.0175391859388153	-5.55111512312578e-17	-5.55111512312578e-17	-5.55111512312578e-17	-5.55111512312578e-17	-5.55111512312578e-17	0.000113413438887267	-2.22044604925031e-16	-3.33066907387547e-16	0.0128634255498569	0.0128634255498569	-5.55111512312578e-17	-2.22044604925031e-16	0.0128634255498598	0.0128634255498671	0.0331545936550842	0.000603574387951	-3.33066907387547e-16	-3.33066907387547e-16	-0.00953982011992799	-0.00953982011992793	9.19907009760967e-06	-1.66533453693773e-16	-1.66533453693773e-16	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	5.55111512312578e-17	-9.5386120335661e-08	3.67483821150927e-14	-1.96202961100234e-08	-1.9620296332068e-08	3.68594044175552e-14	0.0167019369267315	5.55111512312578e-17	-2.77555756156289e-16	-2.77555756156289e-16	-2.77555756156289e-16	4.30050241906343e-06	4.30050241895241e-06	4.30050241922997e-06	4.30050241895241e-06	4.30050241911895e-06	-1.13649090138779e-11	-0.000107353638579721	0.000615593122732461	-0.00028056480365557	0.000615593122726243	4.54721255020996e-05	0.054351915588694	-5.55111512312578e-17	-5.55111512312578e-17	-5.55111512312578e-17	0.0217342093747814	0.0217342093747811	0.000726321776725047	0.112801466385725	0.112801466385677	-5.55111512312578e-17	6.48002551703053e-05	6.48002551704163e-05	-2.0929349142107e-06	-2.09293491426621e-06	-1.66533453693773e-16	-0.0195523903766175	-0.0195523903766177	-9.55845689820656e-08	-9.55845688710433e-08	-9.55845689265544e-08	-1.20949916748714e-10	-9.55845690375767e-08	-0.359357033907107	-0.0211434889109893	-0.342915174237333	0.000227803425384199	-0.352058802166586	-0.123417292803088	-0.123417288492472	0.11304785834563	0.113048650231707	5.55111512312578e-17	-1.11022302462516e-16	-1.11022302462516e-16	-0.0105800157926175	-0.0105800157926172	-0.0105800157926173	5.48473572289931e-05	1.02378944129011e-05	1.02378944127901e-05	-2.22044604925031e-16	-1.11022302462516e-16	8.86504348818207e-08	8.86504350483541e-08	2.21108920210322e-05	-2.77555756156289e-16	5.55111512312578e-17	-2.22044604925031e-16	-1.11022302462516e-16	-2.22044604925031e-16	-1.11022302462516e-16	4.07683997671882e-10	4.07684164205335e-10	-2.22044604925031e-16	-1.11022302462516e-16	-2.22044604925031e-16	-1.11022302462516e-16	0.11288762717885	0.0306574181435707	-0.0175391859388153	-1.1364686969273e-11	-0.000107353638578112	-0.0105800157926173	0	0.0360095012322922	-0.0191688713741279	0.0001134134388876	2.21108920209767e-05
IL12_mrna	-0.0365288660449012	-1.98707052811997e-07	-0.000584370373113652	0.000134996259480769	-0.738844270509528	0.000114261028713813	-0.0219026012094738	-0.738920809542446	0.254307332885845	0.0767348860959047	-0.0402685496121337	-0.0394872948977253	-0.0365288660449014	-0.0220355855320115	-0.0220355855320113	-0.0026287798358664	-0.00262877983586618	-0.00183226235768397	0.13828182019035	-0.298736117205505	-0.036163787010709	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	0.000236277417760111	-3.33066907387547e-16	-5.55111512312578e-16	0.0270082937097684	0.0270082937097683	0	-4.44089209850063e-16	0.0270082937097742	0.0270082937097899	0.0705188435752394	0.00125781398761604	-6.66133814775094e-16	-6.66133814775094e-16	-0.019761201236427	-0.019761201236427	1.916348315667e-05	-3.33066907387547e-16	-1.11022302462516e-16	-3.33066907387547e-16	-3.33066907387547e-16	-3.33066907387547e-16	0	-1.98707053034042e-07	7.66053886991358e-14	-4.0872732864905e-08	-4.08727330869496e-08	7.68274333040608e-14	0.0351518604423102	0	-5.55111512312578e-16	-5.55111512312578e-16	-5.55111512312578e-16	8.95877109730048e-06	8.95877109685639e-06	8.95877109730048e-06	8.95877109685639e-06	8.95877109730048e-06	-2.36750619109216e-11	-0.00022362322476821	0.00128286960479862	-0.0005843703730809	0.00128286960478619	9.47294975750523e-05	0.117262888548279	-2.22044604925031e-16	-2.22044604925031e-16	-2.22044604925031e-16	0.0458887071918245	0.0458887071918239	0.00151372416388651	0.254095980189353	0.254095980189239	-1.11022302462516e-16	0.000134996259480658	0.000134996259480769	-4.35996798120453e-06	-4.35996798142657e-06	-3.33066907387547e-16	-0.0402685496121334	-0.0402685496121337	-1.99120458677093e-07	-1.99120458344026e-07	-1.99120458455049e-07	-2.51961229658093e-10	-1.99120458677093e-07	-0.738844270509528	-0.0435061820045154	-0.674714258546377	0.000474621912170736	-0.703168202317667	-0.241831454847257	-0.241831441157534	0.254700462420369	0.254701867982241	0	-3.33066907387547e-16	-3.33066907387547e-16	-0.0219026012094743	-0.0219026012094738	-0.0219026012094741	0.000114261028774321	2.13275730500673e-05	2.13275730499562e-05	-4.44089209850063e-16	-3.33066907387547e-16	1.84675386316613e-07	1.8467538664968e-07	4.60617200361835e-05	-5.55111512312578e-16	1.11022302462516e-16	-4.44089209850063e-16	-3.33066907387547e-16	-4.44089209850063e-16	-3.33066907387547e-16	8.49281867054685e-10	8.4928208909929e-10	-4.44089209850063e-16	-3.33066907387547e-16	-4.44089209850063e-16	-3.33066907387547e-16	0.25430733288594	0.0651012832736698	-0.0361637870107089	-2.36747288440142e-11	-0.000223623224765213	-0.021902601209474	0	0.0767348860951793	-0.0394872948988068	0.000236277417760555	4.60617200359614e-05
IL10	-0.00265538717068536	-1.27833614804729e-08	-9.19434668147368e-05	4.63477521428501e-06	-0.090235660385851	4.79026789668158e-06	-0.00173866104774034	-0.00173856357363833	-0.833560990833169	-0.133560990833169	-0.00260044320165953	-0.00254987530777018	-0.00265538717068514	-0.00221690855382928	-0.00221690855382928	-0.000203873514573405	-0.000203873514573516	-0.000117830392359908	0.0113934384476152	-0.0328222317265023	-0.00264456330214902	0	0	0	0	0	2.53656664532809e-05	0	0	-0.0024536096780281	-0.0024536096780281	0	-1.11022302462516e-16	-0.00245360967802599	-0.00245360967802521	-0.00593131112152678	-0.00252911564797564	-1.11022302462516e-16	-1.11022302462516e-16	-0.0020266602437744	-0.00202666024377463	-3.86727803607378e-05	-1.11022302462516e-16	0	0	0	0	0	-1.27833615914952e-08	-7.32747196252603e-15	-4.11862877136571e-09	-4.11862899341031e-09	-7.105427357601e-15	-0.00320180734945819	0	0	0	0	-1.11496764645391e-05	-1.11496764645391e-05	-1.11496764647612e-05	-1.11496764645391e-05	-1.11496764645391e-05	-1.52344803439064e-12	-7.47686787798685e-05	-2.56694786218148e-05	-9.19434668100738e-05	-2.5669478622814e-05	3.35639964266221e-06	-0.00824456724906586	0	0	0	0.00404603686891325	0.00404603686891325	0.000162212438208686	0.0142831947373967	0.0142831947373873	-1.11022302462516e-16	4.63477521450706e-06	4.63477521439604e-06	-3.03603155615839e-07	-3.03603155615839e-07	0	-0.00260044320165931	-0.00260044320165942	-1.28099406637716e-08	-1.28099405527493e-08	-1.28099406637716e-08	-2.47064591007984e-11	-1.28099407747939e-08	-0.090235660385851	-0.00150524870824353	-0.090858953667289	3.41602679032604e-05	-0.0357641925872728	-0.000435177842503798	-0.000435174061804933	0.0159318767995837	0.0159320421098172	0	1.11022302462516e-16	1.11022302462516e-16	-0.00173866104774034	-0.00173866104774023	-0.00173866104774012	4.7902679062295e-06	1.49815731487202e-06	1.49815731487202e-06	-2.22044604925031e-16	0	1.98387334338079e-08	1.98387334338079e-08	2.00859817511834e-06	0	-1.11022302462516e-16	-2.22044604925031e-16	0	-2.22044604925031e-16	0	9.05733266165498e-11	9.05732155942474e-11	-2.22044604925031e-16	0	-2.22044604925031e-16	0	0.0142457693626848	-0.00465371915361756	-0.00264456330214924	-1.52344803439064e-12	-7.47686787796464e-05	-0.00173866104774034	0	-0.133560990833169	-0.00254987530780404	2.53656664532809e-05	2.00859817511834e-06
IL10_mrna	-0.0167779797422618	-8.12752427581387e-08	-0.000584439438204409	2.9467729003696e-05	-0.507018180159135	3.04563569550886e-05	-0.0110091120122006	-0.0110084973158079	0.0938799158616851	-0.891025424133051	-0.0164329089535299	-0.0161152447455423	-0.0167779797422618	-0.0140217224064099	-0.0140217224064099	-0.00129558051598266	-0.00129558051598277	-0.000748944001798812	0.0745204540179011	-0.195186134111804	-0.0167100082692498	-2.22044604925031e-16	-2.22044604925031e-16	-2.22044604925031e-16	-2.22044604925031e-16	-2.22044604925031e-16	0.000161281890682319	-2.22044604925031e-16	-2.22044604925031e-16	-0.0155103061868622	-0.015510306186862	-1.11022302462516e-16	-3.33066907387547e-16	-0.0155103061868564	-0.0155103061868525	-0.0371976661312661	-0.0159848125403987	-1.11022302462516e-16	-1.11022302462516e-16	-0.012824095418938	-0.0128240954189379	-0.000245854876237517	-1.11022302462516e-16	-1.11022302462516e-16	1.11022302462516e-16	1.11022302462516e-16	1.11022302462516e-16	0	-8.12752432022279e-08	-4.56301663120939e-14	-2.61858011940674e-08	-2.61858015271343e-08	-4.51860771022439e-14	-0.0202050004169849	-2.22044604925031e-16	-1.11022302462516e-16	-1.11022302462516e-16	-1.11022302462516e-16	-7.08865783031198e-05	-7.08865783031198e-05	-7.08865783032309e-05	-7.08865783033419e-05	-7.08865783030088e-05	-9.68602975603972e-12	-0.000475287078949505	-0.000163193875333589	-0.000584439438189976	-0.000163193875338474	2.13397998619635e-05	-0.0514395372303618	0	0	0	0.0259764518665072	0.025976451866507	0.0010317261186642	0.0941359468450373	0.0941359468451026	1.11022302462516e-16	2.94677290040291e-05	2.9467729003696e-05	-1.9302750194905e-06	-1.93027501971255e-06	-1.11022302462516e-16	-0.0164329089535298	-0.0164329089535298	-8.14442312480068e-08	-8.14442311369845e-08	-8.14442311369845e-08	-1.57081569973627e-10	-8.14442310259622e-08	-0.507018180159135	-0.00953635648083706	-0.510509387368183	0.000217204915544333	-0.211638633248094	-0.00276396852203231	-0.00276394389523316	0.105467807747469	0.105468745025587	0	0	0	-0.0110091120122008	-0.0110091120122007	-0.0110091120122006	3.04563569983873e-05	9.5251578741129e-06	9.52515787433494e-06	-2.22044604925031e-16	-1.11022302462516e-16	1.26132552624725e-07	1.26132552735747e-07	1.27705132657585e-05	-2.22044604925031e-16	0	-2.22044604925031e-16	-1.11022302462516e-16	-2.22044604925031e-16	-1.11022302462516e-16	5.75855363393885e-10	5.75855363393885e-10	-2.22044604925031e-16	-1.11022302462516e-16	-2.22044604925031e-16	-1.11022302462516e-16	0.0938799158613721	-0.0292698263541072	-0.0167100082692496	-9.68602975603972e-12	-0.000475287078948727	-0.0110091120122006	0	0.0119527980845541	-0.0161152447459451	0.000161281890682208	1.27705132656475e-05
